,text,polarity,Sentiment
5369,astrazeneca amp pfizerbiontech vaccine work dominant uk kent variant b117 reduce spread,0.0,Neutral
5370,belm pfizerbiontech event captured no longer reproducing castellated lab locked th,0.0,Neutral
5371,ach twitter zensur impfstoff nebenwirkungen pfizerbiontech,0.0,Neutral
5372,many two dos astrazeneca pfizerbiontech coronavaccine vaccine uk,0.5,Positive
5373,second dose done w covid19vaccine pfizerbiontech pfizervaccine,0.0,Neutral
5374,billgatesbioterrorist soon releasing another security update vaccine pfizerbiontech vaccine release,0.0,Neutral
5375,add goal reduce mortality prevent hospitalisation pfizerbiontech vax special require,0.35714285714285715,Positive
5376,practice team working hard invite eligible patient thank patience c,-0.2916666666666667,Negative
5377,emerging evidence pfizerbiontech vaccine may reduce viral load infected,0.0,Neutral
5378,004 covid infection 2 dos vaccine coronavirus pfizerbiontech,0.0,Neutral
5379,neutralization geometric mean titer gmt pfizerbiontech vaccineelicited serum mutant virus 0,-0.3125,Negative
5380,got 1st dose pfizerbiontech covid19vaccine see side endthepandemic,0.0,Neutral
5381,fully vaccinated high af pfizerbiontech covid19 mondaythoughts,0.16,Positive
5382,planned shipment pfizerbiontech vaccine bulgaria postponed due bad weather germany authorit,-0.4124999999999999,Negative
5383,video newsmexico mexican suffers seizure 24 hour receiving covid19 vaccine pfizerbiontech,-0.3,Negative
5384,omg pfizer pfizervaccine pfizerbiontech sister also ill poisonwhat kind people,0.04999999999999999,Positive
5385,vaccinated sg frontliners firstdose pfizerbiontech,0.0,Neutral
5386,literally no side effect pfizerbiontech covid19uk vaccination im patient facing,0.0,Neutral
5387,ive officially bnt162b2 vaccine no vaccination card england tha,0.0,Neutral
5388,jonathan van tam not say not know legal action,0.15000000000000002,Positive
5389,head non scientific decision extend pfizerbiontech vaccine jab going lead lega,0.0,Neutral
5390,currently itu pretty nervous feeling honoured vaccinated,0.125,Positive
5391,biontech start vaccine production new german site pfizervaccine pfizerbiontech malburg,0.06818181818181818,Positive
5392,waste didnt make sure right syrinx ordering covid19 covidvaccine,0.1952380952380952,Positive
5393,pandemic israel pfizerbiontech largest real life lab study world vaccine amp allow return,0.2,Positive
5394,pfizerbiontech vaccine reducing viral load data israel suggests,0.0,Neutral
5395,two country israel amp uk taking considerably different approach covid vaccination one realworld dataset,0.0,Neutral
5396,like lot people know small prick vaccine covid19 pfizerbiontech,-0.25,Negative
5397,yes vaccinated two dos pfizerbiontech vaccine,0.0,Neutral
5398,pfizerbiontech accelerating time take produce covid19vaccine batch aim reduce turnaro,0.0,Neutral
5399,1 53 reduction new case among vaccinated group 2 no new infection 22 day post 2nd dose 3currently 80,0.022727272727272724,Positive
5400,israel become world biggest realworld study pfizerbiontech covid19 vaccine 1st result show,0.0,Neutral
5401,new zealand first administer covid19 vaccine quarantine personnel frontline health worker airline,0.19318181818181818,Positive
5402,one dose pfizerbiontech vaccine offer twothirds protection coronavirus data seen uk g,0.0,Neutral
5403,authority expect covid19 vaccine arrive country endmarch fmtnews covid19 pfizerbiontech,0.0,Neutral
5404,health canada say six dos every vial pfizerbiontech not five tell u,0.0,Neutral
5405,vaccine revealed covid edition started get signed share vaccine vaccinetruth vaxxed,0.0,Neutral
5406,almost 36 hour postpfizerbiontech vaccine feel fine sore arm,0.4166666666666667,Positive
5407,leaving 13 train virus getting rid hurdle imposed solid protection,0.0,Neutral
5408,thankfultuesday trilliummanor amp simcoemanor total 191 residen,0.0,Neutral
5409,second pfizerbiontech shot finally got rescheduled two half week supposed get bu,-0.05555555555555555,Negative
5410,covid vaccine round 2 assistedliving covidvaccine pfizer 80stheme vaccine pfizerbiontech,-0.2,Negative
5411,please getvaccinated offered one much ask vaccine astrazeneca pfizerbiontech modernavaccine,0.2,Positive
5412,exactly feel u amp uk vaccine cant comment vaccine developed elsewhere,0.175,Positive
5413,uk announced beginning 2dose study using one dose pfizerbiontech covid19 vaccine,0.0,Neutral
5414,ive covidvaccination pfizerbiontech,0.0,Neutral
5415,conversation abt coronavirus vaccine organized jesushouse london many r planned give brother,0.5,Positive
5416,vaccine way covid_19 pfizerbiontech vaccino hope fisioterapia,0.0,Neutral
5417,unlike sa chosen proceed amp pfizerbiontech vaccine ke limited option term,-0.07142857142857142,Negative
5418,a4 yes put statement advocating vaccination woman breastfeedi,0.0,Neutral
5419,grateful minimal side effect 24 hour receiving second dose pfizerbiontech covid19,-0.05,Negative
5420,first dose covid vaccine finally arm no side effect yet except cry joy thankf,0.35000000000000003,Positive
5421,india reject pfizerbiontechvaccine there no proof provides immunogenicity caused sever,0.0,Neutral
5422,research show blood people received two dos pfizerbiontech vaccine contains high level,0.16,Positive
5423,know people 30 usa already got covid19 vaccine pfizerbiontech,0.0,Neutral
5424,15 year lengthy discovery phase,0.0,Neutral
5425,new pfizerbiontech info pdf new authorization,0.13636363636363635,Positive
5426,covid19 vaccine pfizervaccine pfizerbiontech canada approves pfizer covid19 vaccine label change 6 dos,0.0,Neutral
5427,fed updating pfizerbiontech vial contain 6 dos not 5 product monograph supposed updated bu,0.0,Neutral
5428,dancing volunteer another great shift pfizerbiontech,0.8,Positive
5429,true pfizerbiontech vaccination,0.35,Positive
5430,morning 8th batch covid19vaccines jointly developed pfizerbiontech 22230 vaccin,0.1,Positive
5431,got pfizerbiontech shot,0.0,Neutral
5432,german resident care home tested positive british covid_19 b117 variant despite,0.07575757575757576,Positive
5433,thank lord 2nd dose covid19 completed praying good health year metal ox pfizerbiontech,0.35,Positive
5434,like term pregnancy delivered 9months jubilee sonkoundersiege pfizerbiontech,0.0,Neutral
5435,afp israel largest healthcare provider said sunday study half million,-0.16666666666666666,Negative
5436,canada way 38th vaccine new metric invent distract u anita,0.13636363636363635,Positive
5437,biontech started production mrna active ingredient pfizerbiontechs covid19vaccine,-0.13333333333333333,Negative
5438,dont somebody antibody pfizerbiontech pfizervaccine,0.0,Neutral
5439,irl parent first shot awaiting eagerly mine not fussed get,0.25,Positive
5440,would love travel motherland 14 day quarantine hotel removed especially since,0.25,Positive
5441,comparison 6 top covid vaccinesmedium star including efficacy work variant data etc pfizer,0.5,Positive
5442,day 3 video no 5 815am covid19 vaccine pfizerbiontech,0.0,Neutral
5444,30 hr passed since got 2nd dose pfizer vaccine still fever sweat chill morning,0.0,Neutral
5445,dozen people develop rare blood disorder taking coronavirus vaccine,0.3,Positive
5446,law 76 pfizerbiontech think,0.0,Neutral
5447,got 2nd shot pfizerbiontech covid19vaccine shot tequila protectchicago,0.0,Neutral
5448,seems not getting enough pfizerbiontech moderna europe despi,0.0,Neutral
5449,pfizerbiontech preference,0.0,Neutral
5451,no covid19 vaccine patent international campaign undersigned demand medical patent co,0.0,Neutral
5452,im sure market misinformation certainly not canada certain,0.20238095238095236,Positive
5453,not sure mean indiamade astrazeneca approved canada dont,-0.28125,Negative
5454,second dose today day 33 instead day 21 canada suck vaccine procurement looking yo,0.0,Neutral
5455,way 70 pfizerbiontech 6th jan hospital,0.0,Neutral
5456,pfizerbiontech 6th jan one available time would,0.4,Positive
5457,people preexisting medical condition likely require medical assistance hospitalization aft,0.0,Neutral
5458,right pfizer vaccine dont get 5g turn lizard friend also today b,0.2857142857142857,Positive
5459,pandemic vaccine israel aka largest open air pfizerbiontech lab worldwide seeing positive result,0.11363636363636363,Positive
5460,longer interval jab provides better immunity according johnson amp havent manufacturer,0.5,Positive
5461,today 91 year old holocaust survivor mother got first dose pfizerbiontech covid19 vaccine heart,0.175,Positive
5462,repost last seven week jackson administered 100000 dos,0.0,Neutral
5463,covid19vaccine 2 today interview gon na great day pfizerbiontech,0.8,Positive
5464,vaccine question everyone want answered vaccinated person less likely transmit virus new study indicat,-0.010101010101010102,Negative
5466,canada competing special syrinx withdraw 6 dos rather 5 pfizerbiontech covid19 vaccine,0.35714285714285715,Positive
5467,pfizerbiontech phase iii covid19 vaccine human trial progress vaccine vaccination,0.0,Neutral
5468,vaccination time next week wonder one itll astrazeneca pfizerbiontech,0.0,Neutral
5469,excellent beginning think might not far away despite low list,0.31666666666666665,Positive
5470,explain uk badly vaccinating people delaying pfizerbiontech 2nd ja,-0.3499999999999999,Negative
5471,villateam brookviewavillacenter got second covid19 vaccine wecanendthis getvaccinated villa,0.0,Neutral
5472,german pressure group calling started campaign called biontechleaks calling,0.0,Neutral
5473,pfizerbiontech vaccine 95 effective 2 dos given within guidelin,0.6,Positive
5474,vaccination scam look daughter got text purporting gp book,0.0,Neutral
5475,pfizer jab last night covid19uk vaccine pfizerbiontech,0.0,Neutral
5476,side effect reported french nurse received astrazeneca vaccine others,0.0,Neutral
5477,ntd directed vaccine thread covid covid19 covid19ab coronavirus pandemic covidisairborne,0.0,Neutral
5478,go actual man came pfizerbiontech vaccine bel,0.0,Neutral
5479,rubbish delaying pfizerbiontech vaccine beyond 42 day massive problem,0.0,Neutral
5480,well done guy meanwhile fig wale dont forget strictest,0.0,Neutral
5483,another great creation making life saving pfizerbiontech vaccine covid19 enjoy,0.6000000000000001,Positive
5484,retweet erc_research plant seed sunny day prepare rainy day watch interview wef21 davos,0.0,Neutral
5485,covax facility likely start delivering pfizerbiontech vaccine q1 2021 making history ambitio,0.0,Neutral
5486,thanks ruler amp government dubai uae resistant covid19 2 week pfizerbiontech va,0.2,Positive
5487,science say follow no evidence support decision risk yet,0.0,Neutral
5488,around 28 hr second dose pfizerbiontech vaccine still experiencing no side effect,0.0,Neutral
5489,couldnt stop laughing pfizervaccine pfizer pfizerbiontech pfizercanada covid19vaccination,0.0,Neutral
5490,khairy jamaluddin minister charge national covid19 immunisation programme say vaccination,0.0,Neutral
5491,ampthe breakingnews pfizerbiontech not support delay longer 6 week set,0.0,Neutral
5492,u placed another 100 million dos moderna 100 million pfizerbiontech vaccine,0.0,Neutral
5493,vaccine today thank scientist amazing people working volunteering vaccine centr,0.6000000000000001,Positive
5494,thank god smart scientist pfizerbiontech vaccine stayed healthy taking care mother sh,0.35714285714285715,Positive
5495,done 2nd dose want thanks covidvaccine researcher worldwide devoted time amp ener,0.1,Positive
5496,received second pfizerbiontech today 15 hour later slight soreness arm make thr,-0.05555555555555555,Negative
5497,monthlong slowdown canada covid_19 vaccine delivery end next week single biggest ship,-0.03571428571428571,Negative
5498,plant seed sunny day prepare rainy day watch interview wef21 davos meeting erc presid,0.0,Neutral
5499,first covid vaccine today oh glory god pfizer pfizervacine pfizerbiontech covid_19 covidvacccine,0.25,Positive
5500,first covid vaccine shot easy painless pfizerbiontech,0.3416666666666667,Positive
5501,start vaccinating people correctly two shot protocol made enough mistake delay,0.0,Neutral
5502,idea valentinesdaygift valentinesday2021 valentinesweek covidvaccine pfizervaccine,0.0,Neutral
5503,biontech bntx boosting eu supply started production new site germany move help,0.13636363636363635,Positive
5504,happy learning day astrazeneca pfizerbiontech covidvaccine,0.8,Positive
5505,government advance purchase agreement pfizer additional 10 million vaccine mean australi,-0.3125,Negative
5506,happy valentinesday2021 pfizervaccine pfizerbiontech,0.8,Positive
5507,pfizerbiontech shot 2 update im little weather nothing bad best descriptiom,0.037500000000000054,Positive
5508,many thanks staff nursesportersadminattendants today helped get,0.35,Positive
